CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,FrequencyOfWebsiteVisits,Churn
1264 ,21 ,Male,Los Angeles,Platinum,90 ,3447 ,Electronics,5/26/2023,Doctor,Monthly,0
121 ,52 ,Other,Chicago,Bronze,69 ,268 ,Clothing,8/21/2023,Teacher,Monthly,1
1291 ,34 ,Other,Miami,Silver,83 ,240 ,Books,5/11/2023,Artist,Rarely,0
400 ,44 ,Other,Seattle,Platinum,30 ,470 ,Books,11/5/2023,Student,Weekly,1
1024 ,55 ,Male,Miami,Platinum,75 ,4700 ,Electronics,5/8/2023,Teacher,Weekly,0
1041 ,69 ,Male,Houston,Gold,65 ,134 ,Clothing,9/16/2023,Retired,Daily,1
187 ,,Other,Los Angeles,Silver,,,,7/3/2023,Teacher,Rarely,1
766 ,44 ,Other,Houston,Gold,61 ,1882 ,Clothing,3/28/2023,Salesperson,Weekly,1
1204 ,50 ,Male,Houston,Gold,27 ,488 ,Books,12/15/2023,Other,Monthly,1
864 ,50 ,Other,New York,Bronze,59 ,2105 ,Home Goods,9/30/2023,Engineer,Weekly,1
134 ,52 ,Other,Los Angeles,Bronze,10 ,497 ,Books,7/8/2023,Artist,Rarely,1
956 ,41 ,Male,New York,Bronze,50 ,4412 ,Electronics,2/9/2023,Salesperson,Daily,1
1273 ,45 ,Female,New York,Platinum,34 ,922 ,Sports,5/14/2023,Engineer,Rarely,0
82 ,32 ,Female,Seattle,Bronze,70 ,1986 ,Electronics,1/18/2023,Salesperson,Rarely,0
639 ,64 ,Other,Miami,Bronze,29 ,3371 ,Electronics,12/19/2023,Salesperson,Daily,1
665 ,31 ,Other,New York,Bronze,84 ,1221 ,Electronics,11/7/2023,Teacher,Daily,0
1457 ,48 ,Male,Miami,Silver,9 ,430 ,Books,9/17/2023,Retired,Daily,0
783 ,51 ,Male,Miami,Platinum,89 ,465 ,Books,12/25/2023,Engineer,Weekly,1
1226 ,21 ,Female,Seattle,Silver,23 ,2496 ,Electronics,6/26/2023,Artist,Weekly,0
708 ,49 ,Male,Miami,Platinum,56 ,460 ,Sports,11/1/2023,Doctor,Weekly,0
1480 ,60 ,Female,Chicago,Platinum,74 ,2566 ,Electronics,1/25/2023,Student,Weekly,1
1181 ,20 ,Female,Chicago,Platinum,42 ,414 ,Clothing,10/15/2023,Retired,Rarely,1
920 ,48 ,Female,Miami,Platinum,85 ,514 ,Toys,4/20/2023,Student,Rarely,1
303 ,57 ,Female,Seattle,Bronze,8 ,219 ,Books,3/19/2023,Teacher,Daily,0
575 ,53 ,Female,Seattle,Bronze,74 ,926 ,Home Goods,2/8/2023,Salesperson,Daily,0
1095 ,58 ,Other,Seattle,Bronze,97 ,802 ,Toys,3/10/2023,Retired,Weekly,1
1205 ,54 ,Female,Seattle,Silver,7 ,3950 ,Electronics,8/4/2023,Retired,Daily,1
1131 ,61 ,Male,Miami,Bronze,29 ,1576 ,Electronics,1/30/2023,Retired,Weekly,1
13 ,24 ,Male,Los Angeles,Bronze,35 ,2561 ,Electronics,2/6/2023,Other,Monthly,1
409 ,52 ,Male,Seattle,Silver,12 ,312 ,Sports,9/11/2023,Other,Monthly,0
74 ,59 ,Female,New York,Silver,55 ,148 ,Clothing,12/25/2023,Teacher,Daily,1
702 ,51 ,Female,Miami,Bronze,17 ,963 ,Toys,4/11/2023,Retired,Weekly,1
1308 ,67 ,Other,Miami,Gold,55 ,466 ,Books,1/5/2023,Engineer,Rarely,0
557 ,46 ,Male,Los Angeles,Platinum,73 ,1004 ,Home Goods,10/18/2023,Student,Monthly,1
786 ,54 ,Male,Los Angeles,Bronze,75 ,152 ,Books,3/17/2023,Artist,Rarely,1
1206 ,24 ,Female,Seattle,Platinum,12 ,1712 ,Clothing,3/21/2023,Doctor,Weekly,0
326 ,40 ,Female,Los Angeles,Gold,92 ,955 ,Sports,6/30/2023,Other,Weekly,0
1371 ,18 ,Male,Houston,Platinum,58 ,447 ,Toys,10/4/2023,Salesperson,Rarely,0
164 ,58 ,Male,Miami,Bronze,44 ,1654 ,Clothing,6/18/2023,Artist,Weekly,0
48 ,19 ,Male,Chicago,Platinum,17 ,539 ,Clothing,11/6/2023,Artist,Daily,0
1210 ,25 ,Male,Los Angeles,Gold,68 ,2647 ,Electronics,2/7/2023,Salesperson,Weekly,1
99 ,53 ,Other,Miami,Gold,44 ,375 ,Sports,2/5/2023,Other,Daily,1
443 ,25 ,Other,New York,Silver,49 ,341 ,Books,11/15/2023,Doctor,Monthly,1
720 ,,Female,Miami,Silver,,,,8/18/2023,Student,Daily,0
574 ,59 ,Female,New York,Silver,55 ,148 ,Clothing,12/25/2023,Teacher,Daily,1
820 ,,Other,New York,Silver,,,,11/12/2023,Retired,Weekly,0
281 ,52 ,Male,New York,Platinum,98 ,4499 ,Electronics,1/12/2023,Other,Weekly,0
1442 ,35 ,Other,Miami,Platinum,48 ,528 ,Toys,12/3/2023,Retired,Rarely,0
312 ,47 ,Male,Miami,Silver,6 ,1916 ,Clothing,5/29/2023,Doctor,Rarely,1
132 ,41 ,Female,Seattle,Platinum,78 ,857 ,Toys,4/7/2023,Teacher,Rarely,1
847 ,61 ,Other,Houston,Platinum,55 ,88 ,Toys,11/30/2023,Student,Rarely,0
1283 ,51 ,Male,Miami,Platinum,89 ,465 ,Books,12/25/2023,Engineer,Weekly,1
1037 ,36 ,Male,Miami,Platinum,92 ,745 ,Toys,9/2/2023,Salesperson,Weekly,0
1099 ,53 ,Other,Miami,Gold,44 ,375 ,Sports,2/5/2023,Other,Daily,1
1102 ,31 ,Other,Seattle,Silver,69 ,380 ,Toys,6/23/2023,Retired,Weekly,0
216 ,33 ,Other,Chicago,Platinum,81 ,941 ,Toys,10/16/2023,Salesperson,Monthly,1
136 ,48 ,Female,Chicago,Gold,67 ,697 ,Toys,1/26/2023,Teacher,Rarely,1
1475 ,54 ,Other,Los Angeles,Bronze,52 ,155 ,Books,9/27/2023,Teacher,Monthly,0
482 ,38 ,Other,Houston,Platinum,76 ,444 ,Sports,4/15/2023,Retired,Rarely,0
1425 ,60 ,Other,Chicago,Gold,30 ,491 ,Books,3/6/2023,Student,Weekly,0
299 ,54 ,Other,New York,Platinum,65 ,1817 ,Clothing,5/1/2023,Other,Monthly,1
1374 ,54 ,Other,Houston,Silver,58 ,1466 ,Home Goods,3/21/2023,Retired,Weekly,1
427 ,62 ,Male,Chicago,Bronze,62 ,124 ,Books,2/20/2023,Retired,Rarely,1
1196 ,47 ,Other,Chicago,Bronze,84 ,493 ,Home Goods,6/3/2023,Retired,Monthly,1
1148 ,54 ,Other,Seattle,Gold,82 ,788 ,Electronics,10/18/2023,Teacher,Daily,1
1329 ,24 ,Male,Miami,Platinum,22 ,544 ,Toys,2/10/2023,Engineer,Monthly,1
1272 ,28 ,Other,Miami,Gold,40 ,471 ,Home Goods,8/24/2023,Student,Rarely,0
196 ,47 ,Other,Chicago,Bronze,84 ,493 ,Home Goods,6/3/2023,Retired,Monthly,1
917 ,24 ,Male,Seattle,Bronze,23 ,2096 ,Electronics,1/31/2023,Artist,Monthly,1
1216 ,33 ,Other,Chicago,Platinum,81 ,941 ,Toys,10/16/2023,Salesperson,Monthly,1
1235 ,,Other,Houston,Bronze,,,,10/15/2023,Teacher,Daily,1
835 ,67 ,Female,Chicago,Platinum,2 ,492 ,Sports,5/28/2023,Other,Weekly,1
1154 ,20 ,Male,Los Angeles,Gold,62 ,1884 ,Clothing,10/11/2023,Artist,Daily,0
1182 ,21 ,Female,New York,Silver,42 ,4003 ,Electronics,5/5/2023,Student,Daily,0
342 ,68 ,Other,New York,Silver,48 ,455 ,Sports,1/5/2023,Artist,Daily,0
1358 ,69 ,Male,Los Angeles,Silver,3 ,385 ,Clothing,4/1/2023,Other,Weekly,1
992 ,45 ,Female,Miami,Silver,63 ,989 ,Home Goods,3/15/2023,Doctor,Daily,1
978 ,66 ,Male,New York,Bronze,92 ,1038 ,Electronics,3/23/2023,Salesperson,Monthly,0
1342 ,68 ,Other,New York,Silver,48 ,455 ,Sports,1/5/2023,Artist,Daily,0
59 ,18 ,Other,Seattle,Gold,39 ,4622 ,Electronics,11/9/2023,Doctor,Monthly,0
1114 ,67 ,Female,Los Angeles,Silver,55 ,1497 ,Home Goods,1/11/2023,Teacher,Monthly,1
869 ,31 ,Other,Seattle,Platinum,4 ,124 ,Clothing,1/23/2023,Artist,Weekly,0
240 ,58 ,Male,Los Angeles,Gold,87 ,229 ,Sports,3/11/2023,Teacher,Monthly,0
1413 ,36 ,Female,Houston,Gold,51 ,1693 ,Home Goods,4/16/2023,Teacher,Monthly,0
404 ,45 ,Male,Seattle,Silver,73 ,97 ,Books,6/7/2023,Other,Monthly,1
862 ,64 ,Female,New York,Bronze,28 ,141 ,Books,5/27/2023,Salesperson,Weekly,0
1491 ,,Male,Los Angeles,Platinum,,,,7/26/2023,Artist,Weekly,1
878 ,32 ,Female,Seattle,Platinum,86 ,941 ,Sports,5/19/2023,Doctor,Rarely,0
28 ,27 ,Female,Miami,Bronze,75 ,916 ,Toys,9/18/2023,Salesperson,Rarely,0
660 ,37 ,Female,Chicago,Platinum,43 ,2102 ,Home Goods,3/27/2023,Salesperson,Daily,0
594 ,54 ,Other,Houston,Silver,72 ,397 ,Books,3/24/2023,Artist,Monthly,1
1061 ,54 ,Other,Miami,Platinum,98 ,4334 ,Electronics,10/20/2023,Engineer,Monthly,0
127 ,27 ,Female,Los Angeles,Platinum,71 ,332 ,Books,2/17/2023,Retired,Rarely,0
881 ,38 ,Male,Chicago,Silver,68 ,1787 ,Clothing,10/28/2023,Other,Rarely,0
1446 ,20 ,Male,Miami,Bronze,72 ,343 ,Books,11/24/2023,Doctor,Rarely,0
401 ,28 ,Male,Los Angeles,Silver,28 ,769 ,Clothing,4/18/2023,Artist,Rarely,1
854 ,,Female,Seattle,Silver,,,,11/24/2023,Teacher,Weekly,1
529 ,38 ,Female,Seattle,Gold,77 ,1042 ,Sports,3/26/2023,Engineer,Rarely,0
349 ,59 ,Female,Seattle,Silver,48 ,870 ,Toys,1/24/2023,Student,Monthly,1
1110 ,49 ,Other,Houston,Bronze,59 ,204 ,Clothing,9/17/2023,Artist,Weekly,1
805 ,68 ,Other,Seattle,Silver,76 ,2476 ,Home Goods,9/17/2023,Student,Weekly,0
91 ,65 ,Male,Seattle,Gold,33 ,1104 ,Sports,10/18/2023,Salesperson,Monthly,0
1401 ,28 ,Male,Los Angeles,Silver,28 ,769 ,Clothing,4/18/2023,Artist,Rarely,1
1453 ,54 ,Male,Chicago,Silver,93 ,436 ,Clothing,8/30/2023,Doctor,Rarely,1
263 ,,Male,Houston,Bronze,,,,4/14/2023,Artist,Weekly,0
800 ,66 ,Male,Miami,Gold,4 ,2818 ,Home Goods,4/3/2023,Engineer,Rarely,0
496 ,24 ,Male,Houston,Silver,1 ,178 ,Sports,2/6/2023,Salesperson,Rarely,0
433 ,31 ,Other,Houston,Gold,51 ,617 ,Toys,5/7/2023,Student,Rarely,1
149 ,28 ,Female,Chicago,Silver,4 ,498 ,Books,4/4/2023,Artist,Monthly,1
337 ,47 ,Other,Miami,Platinum,87 ,61 ,Books,8/19/2023,Teacher,Daily,0
402 ,64 ,Male,Chicago,Silver,28 ,153 ,Books,2/24/2023,Salesperson,Daily,1
580 ,45 ,Female,Chicago,Platinum,26 ,2404 ,Home Goods,3/6/2023,Teacher,Daily,0
79 ,36 ,Male,Houston,Bronze,84 ,778 ,Toys,11/29/2023,Student,Monthly,0
675 ,,Female,New York,Silver,,,,3/31/2023,Teacher,Daily,0
423 ,53 ,Other,Miami,Gold,5 ,766 ,Sports,8/26/2023,Engineer,Daily,1
860 ,45 ,Male,Seattle,Gold,94 ,2044 ,Home Goods,12/2/2023,Student,Daily,1
36 ,18 ,Other,Los Angeles,Silver,42 ,368 ,Sports,11/20/2023,Student,Daily,1
491 ,,Male,Los Angeles,Platinum,,,,7/26/2023,Artist,Weekly,1
1300 ,66 ,Male,Miami,Gold,4 ,2818 ,Home Goods,4/3/2023,Engineer,Rarely,0
993 ,61 ,Male,Seattle,Silver,59 ,1845 ,Clothing,8/17/2023,Engineer,Daily,0
1449 ,63 ,Female,Miami,Gold,38 ,1096 ,Home Goods,10/27/2023,Artist,Weekly,0
941 ,24 ,Other,Chicago,Gold,93 ,988 ,Home Goods,10/14/2023,Student,Monthly,1
7 ,27 ,Male,Houston,Platinum,83 ,767 ,Sports,6/26/2023,Artist,Daily,0
846 ,46 ,Other,Houston,Gold,41 ,208 ,Books,8/29/2023,Engineer,Rarely,0
781 ,52 ,Male,New York,Platinum,98 ,4499 ,Electronics,1/12/2023,Other,Weekly,0
1065 ,35 ,Other,Los Angeles,Platinum,5 ,299 ,Toys,4/25/2023,Other,Weekly,0
822 ,,Other,Los Angeles,Platinum,,,,10/11/2023,Engineer,Monthly,1
304 ,53 ,Male,Seattle,Gold,81 ,312 ,Books,2/26/2023,Other,Daily,0
1299 ,54 ,Other,New York,Platinum,65 ,1817 ,Clothing,5/1/2023,Other,Monthly,1
217 ,29 ,Female,New York,Gold,64 ,628 ,Home Goods,11/5/2023,Other,Rarely,1
600 ,41 ,Male,New York,Gold,91 ,2968 ,Electronics,7/27/2023,Retired,Weekly,0
396 ,22 ,Male,Seattle,Bronze,38 ,4667 ,Electronics,5/18/2023,Salesperson,Rarely,0
905 ,69 ,Other,Miami,Silver,76 ,456 ,Books,7/26/2023,Doctor,Monthly,1
351 ,40 ,Male,Houston,Silver,11 ,245 ,Books,1/3/2023,Teacher,Rarely,1
1389 ,31 ,Other,Chicago,Platinum,12 ,326 ,Books,12/8/2023,Student,Weekly,1
1344 ,45 ,Other,Houston,Bronze,12 ,1363 ,Sports,6/11/2023,Student,Weekly,0
203 ,58 ,Other,Seattle,Platinum,68 ,75 ,Books,4/13/2023,Retired,Monthly,0
1014 ,42 ,Other,Chicago,Bronze,91 ,699 ,Sports,7/18/2023,Salesperson,Daily,0
384 ,40 ,Other,Los Angeles,Bronze,80 ,1927 ,Clothing,9/15/2023,Other,Monthly,1
1198 ,64 ,Female,Miami,Bronze,94 ,1459 ,Clothing,11/13/2023,Engineer,Rarely,1
311 ,35 ,Other,New York,Bronze,79 ,173 ,Books,5/15/2023,Retired,Weekly,1
962 ,41 ,Male,Seattle,Bronze,62 ,1360 ,Sports,4/21/2023,Teacher,Monthly,0
1459 ,38 ,Female,Houston,Platinum,67 ,4695 ,Electronics,5/10/2023,Artist,Daily,1
405 ,69 ,Other,Miami,Silver,76 ,456 ,Books,7/26/2023,Doctor,Monthly,1
765 ,64 ,Other,Seattle,Bronze,8 ,498 ,Books,4/10/2023,Retired,Rarely,0
9 ,39 ,Other,Houston,Bronze,90 ,4864 ,Electronics,9/28/2023,Retired,Monthly,1
572 ,19 ,Other,Seattle,Gold,60 ,205 ,Books,5/8/2023,Artist,Weekly,1
242 ,28 ,Other,Seattle,Silver,11 ,2332 ,Home Goods,6/16/2023,Student,Rarely,1
447 ,34 ,Female,New York,Silver,63 ,1530 ,Clothing,4/13/2023,Retired,Rarely,1
492 ,45 ,Female,Miami,Silver,63 ,989 ,Home Goods,3/15/2023,Doctor,Daily,1
1224 ,42 ,Female,Chicago,Platinum,33 ,2035 ,Electronics,2/8/2023,Salesperson,Monthly,1
1179 ,26 ,Female,New York,Gold,98 ,1720 ,Clothing,12/13/2023,Student,Monthly,1
206 ,24 ,Female,Seattle,Platinum,12 ,1712 ,Clothing,3/21/2023,Doctor,Weekly,0
826 ,40 ,Female,Los Angeles,Gold,92 ,955 ,Sports,6/30/2023,Other,Weekly,0
969 ,25 ,Male,Los Angeles,Silver,53 ,2046 ,Home Goods,2/24/2023,Retired,Monthly,0
547 ,50 ,Female,Los Angeles,Platinum,82 ,109 ,Sports,9/7/2023,Artist,Monthly,0
1119 ,47 ,Other,Houston,Platinum,99 ,1170 ,Sports,10/24/2023,Retired,Rarely,0
276 ,,Male,Seattle,Bronze,,,,5/16/2023,Student,Daily,0
1414 ,63 ,Male,New York,Platinum,41 ,608 ,Toys,6/25/2023,Doctor,Rarely,1
453 ,54 ,Male,Chicago,Silver,93 ,436 ,Clothing,8/30/2023,Doctor,Rarely,1
1229 ,21 ,Other,New York,Bronze,69 ,4362 ,Electronics,8/27/2023,Teacher,Daily,1
1124 ,66 ,Other,New York,Gold,84 ,561 ,Toys,10/13/2023,Other,Weekly,1
661 ,64 ,Female,Houston,Silver,47 ,832 ,Sports,8/4/2023,Engineer,Weekly,1
1107 ,59 ,Female,Chicago,Platinum,87 ,319 ,Toys,6/2/2023,Teacher,Rarely,0
63 ,56 ,Male,Houston,Silver,64 ,96 ,Books,9/20/2023,Retired,Rarely,0
609 ,18 ,Female,Miami,Platinum,82 ,539 ,Sports,6/13/2023,Engineer,Daily,1
664 ,58 ,Male,Miami,Bronze,44 ,1654 ,Clothing,6/18/2023,Artist,Weekly,0
316 ,55 ,Other,Chicago,Gold,99 ,1819 ,Home Goods,5/4/2023,Artist,Monthly,0
1211 ,42 ,Male,Los Angeles,Bronze,21 ,399 ,Books,8/31/2023,Artist,Weekly,0
1314 ,20 ,Other,Miami,Gold,82 ,1616 ,Home Goods,11/17/2023,Other,Monthly,1
633 ,20 ,Male,Houston,Gold,57 ,901 ,Toys,2/19/2023,Retired,Monthly,0
1149 ,28 ,Female,Chicago,Silver,4 ,498 ,Books,4/4/2023,Artist,Monthly,1
635 ,53 ,Male,Houston,Silver,86 ,1496 ,Clothing,11/5/2023,Doctor,Rarely,1
504 ,21 ,Other,Los Angeles,Bronze,51 ,1307 ,Electronics,10/10/2023,Student,Monthly,0
495 ,38 ,Male,Chicago,Bronze,19 ,3405 ,Electronics,7/14/2023,Artist,Monthly,1
582 ,32 ,Female,Seattle,Bronze,70 ,1986 ,Electronics,1/18/2023,Salesperson,Rarely,0
155 ,69 ,Other,Los Angeles,Silver,83 ,431 ,Sports,12/16/2023,Salesperson,Daily,0
644 ,45 ,Female,Houston,Bronze,38 ,780 ,Toys,11/9/2023,Artist,Weekly,1
931 ,57 ,Other,Houston,Platinum,27 ,1727 ,Clothing,1/27/2023,Salesperson,Daily,0
1467 ,69 ,Other,New York,Silver,21 ,479 ,Books,9/14/2023,Engineer,Weekly,0
1018 ,56 ,Other,Chicago,Silver,50 ,1645 ,Home Goods,8/15/2023,Doctor,Rarely,0
189 ,29 ,Other,Houston,Bronze,48 ,662 ,Clothing,10/18/2023,Doctor,Daily,0
190 ,40 ,Other,New York,Platinum,16 ,279 ,Toys,2/16/2023,Retired,Rarely,0
1423 ,53 ,Other,Miami,Gold,5 ,766 ,Sports,8/26/2023,Engineer,Daily,1
1228 ,65 ,Other,Seattle,Bronze,58 ,157 ,Sports,7/2/2023,Engineer,Weekly,1
479 ,21 ,Male,Miami,Platinum,7 ,864 ,Toys,6/1/2023,Retired,Weekly,0
243 ,61 ,Female,Seattle,Bronze,63 ,3919 ,Electronics,11/16/2023,Doctor,Rarely,0
1331 ,36 ,Female,Houston,Platinum,95 ,114 ,Books,4/25/2023,Other,Rarely,0
769 ,21 ,Male,Miami,Gold,99 ,320 ,Books,4/29/2023,Salesperson,Rarely,1
1368 ,41 ,Female,Houston,Bronze,89 ,393 ,Books,10/14/2023,Doctor,Daily,1
1428 ,31 ,Male,New York,Platinum,92 ,4078 ,Electronics,6/26/2023,Retired,Rarely,1
352 ,34 ,Female,Miami,Gold,7 ,1893 ,Electronics,9/14/2023,Salesperson,Rarely,1
42 ,47 ,Male,Houston,Gold,14 ,108 ,Books,7/8/2023,Doctor,Daily,1
1015 ,42 ,Male,New York,Bronze,12 ,1916 ,Clothing,8/23/2023,Salesperson,Weekly,0
751 ,43 ,Male,Los Angeles,Platinum,86 ,437 ,Toys,3/9/2023,Doctor,Rarely,1
780 ,52 ,Female,New York,Platinum,7 ,3089 ,Electronics,5/22/2023,Student,Weekly,1
100 ,41 ,Male,New York,Gold,91 ,2968 ,Electronics,7/27/2023,Retired,Weekly,0
287 ,18 ,Male,Miami,Bronze,30 ,520 ,Toys,10/24/2023,Engineer,Daily,0
831 ,36 ,Female,Houston,Platinum,95 ,114 ,Books,4/25/2023,Other,Rarely,0
481 ,19 ,Male,Los Angeles,Gold,66 ,266 ,Books,2/4/2023,Student,Daily,0
1487 ,65 ,Other,Los Angeles,Gold,37 ,1399 ,Sports,8/29/2023,Salesperson,Weekly,0
1197 ,39 ,Female,Miami,Platinum,7 ,751 ,Sports,11/17/2023,Engineer,Rarely,0
773 ,45 ,Female,New York,Platinum,34 ,922 ,Sports,5/14/2023,Engineer,Rarely,0
1436 ,40 ,Other,Chicago,Platinum,18 ,785 ,Toys,10/7/2023,Artist,Monthly,1
209 ,31 ,Female,Miami,Silver,44 ,1207 ,Sports,9/21/2023,Artist,Weekly,1
84 ,30 ,Female,Seattle,Silver,46 ,316 ,Books,1/5/2023,Artist,Daily,1
893 ,33 ,Male,Chicago,Gold,69 ,879 ,Toys,6/27/2023,Student,Daily,0
251 ,43 ,Male,Los Angeles,Platinum,86 ,437 ,Toys,3/9/2023,Doctor,Rarely,1
977 ,38 ,Female,Seattle,Bronze,24 ,4978 ,Electronics,12/8/2023,Artist,Weekly,0
77 ,29 ,Female,New York,Gold,83 ,511 ,Electronics,9/16/2023,Engineer,Rarely,0
229 ,21 ,Other,New York,Bronze,69 ,4362 ,Electronics,8/27/2023,Teacher,Daily,1
1173 ,31 ,Female,Miami,Bronze,39 ,425 ,Home Goods,10/1/2023,Other,Rarely,1
613 ,18 ,Male,Houston,Bronze,44 ,554 ,Home Goods,3/13/2023,Salesperson,Monthly,1
967 ,69 ,Other,New York,Silver,21 ,479 ,Books,9/14/2023,Engineer,Weekly,0
1074 ,59 ,Female,New York,Silver,55 ,148 ,Clothing,12/25/2023,Teacher,Daily,1
560 ,18 ,Male,Miami,Silver,53 ,3574 ,Electronics,3/5/2023,Doctor,Rarely,1
1067 ,22 ,Female,New York,Silver,76 ,1158 ,Clothing,1/7/2023,Engineer,Weekly,0
1460 ,51 ,Female,Chicago,Platinum,63 ,3453 ,Electronics,1/4/2023,Artist,Weekly,0
914 ,63 ,Male,New York,Platinum,41 ,608 ,Toys,6/25/2023,Doctor,Rarely,1
936 ,40 ,Other,Chicago,Platinum,18 ,785 ,Toys,10/7/2023,Artist,Monthly,1
530 ,69 ,Female,Seattle,Platinum,40 ,2921 ,Home Goods,4/16/2023,Artist,Daily,0
787 ,18 ,Male,Miami,Bronze,30 ,520 ,Toys,10/24/2023,Engineer,Daily,0
440 ,53 ,Other,Seattle,Silver,74 ,3771 ,Electronics,12/12/2023,Artist,Weekly,0
420 ,48 ,Female,Miami,Platinum,85 ,514 ,Toys,4/20/2023,Student,Rarely,1
743 ,61 ,Female,Seattle,Bronze,63 ,3919 ,Electronics,11/16/2023,Doctor,Rarely,0
1155 ,69 ,Other,Los Angeles,Silver,83 ,431 ,Sports,12/16/2023,Salesperson,Daily,0
1045 ,32 ,Female,Seattle,Platinum,4 ,290 ,Books,8/26/2023,Student,Rarely,0
324 ,57 ,Male,Los Angeles,Gold,18 ,2261 ,Home Goods,10/17/2023,Artist,Rarely,0
535 ,65 ,Male,Chicago,Gold,52 ,335 ,Toys,11/6/2023,Student,Weekly,1
1125 ,57 ,Male,Seattle,Gold,45 ,977 ,Home Goods,12/23/2023,Retired,Monthly,1
749 ,45 ,Male,Houston,Silver,95 ,287 ,Toys,8/29/2023,Other,Rarely,1
626 ,39 ,Other,New York,Silver,82 ,413 ,Books,12/5/2023,Teacher,Monthly,0
683 ,62 ,Female,Houston,Gold,24 ,153 ,Books,1/22/2023,Other,Weekly,0
1319 ,20 ,Other,Houston,Platinum,94 ,228 ,Home Goods,10/23/2023,Salesperson,Rarely,0
943 ,25 ,Other,New York,Silver,49 ,341 ,Books,11/15/2023,Doctor,Monthly,1
900 ,44 ,Other,Seattle,Platinum,30 ,470 ,Books,11/5/2023,Student,Weekly,1
201 ,37 ,Other,Houston,Platinum,30 ,292 ,Books,8/28/2023,Teacher,Weekly,1
350 ,18 ,Female,Houston,Bronze,5 ,1066 ,Home Goods,4/23/2023,Retired,Daily,0
1016 ,30 ,Female,New York,Gold,12 ,187 ,Books,2/8/2023,Retired,Daily,0
1284 ,23 ,Female,Chicago,Bronze,62 ,324 ,Toys,2/24/2023,Retired,Rarely,0
949 ,63 ,Female,Miami,Gold,38 ,1096 ,Home Goods,10/27/2023,Artist,Weekly,0
970 ,59 ,Other,Los Angeles,Silver,72 ,270 ,Books,4/22/2023,Salesperson,Rarely,1
1343 ,50 ,Female,Los Angeles,Gold,67 ,1248 ,Clothing,2/23/2023,Teacher,Rarely,0
615 ,68 ,Female,Houston,Bronze,48 ,248 ,Books,4/20/2023,Teacher,Rarely,0
1036 ,18 ,Other,Los Angeles,Silver,42 ,368 ,Sports,11/20/2023,Student,Daily,1
1058 ,52 ,Other,Miami,Bronze,90 ,798 ,Toys,12/8/2023,Retired,Monthly,0
629 ,28 ,Female,Chicago,Silver,49 ,668 ,Toys,5/4/2023,Doctor,Rarely,1
356 ,42 ,Other,Chicago,Bronze,73 ,56 ,Books,3/20/2023,Teacher,Monthly,1
681 ,20 ,Female,Chicago,Platinum,42 ,414 ,Clothing,10/15/2023,Retired,Rarely,1
494 ,49 ,Female,Miami,Silver,77 ,603 ,Sports,1/29/2023,Salesperson,Rarely,1
181 ,20 ,Female,Chicago,Platinum,42 ,414 ,Clothing,10/15/2023,Retired,Rarely,1
245 ,,Male,Houston,Platinum,,,,12/15/2023,Other,Daily,1
1217 ,29 ,Female,New York,Gold,64 ,628 ,Home Goods,11/5/2023,Other,Rarely,1
275 ,25 ,Male,Seattle,Silver,66 ,2267 ,Electronics,7/16/2023,Student,Monthly,1
393 ,33 ,Male,Chicago,Gold,69 ,879 ,Toys,6/27/2023,Student,Daily,0
221 ,19 ,Other,New York,Bronze,21 ,281 ,Books,3/2/2023,Retired,Rarely,1
235 ,,Other,Houston,Bronze,,,,10/15/2023,Teacher,Daily,1
35 ,65 ,Male,Chicago,Gold,52 ,335 ,Toys,11/6/2023,Student,Weekly,1
86 ,38 ,Female,Houston,Silver,52 ,465 ,Sports,7/17/2023,Engineer,Monthly,1
157 ,50 ,Male,New York,Bronze,36 ,2087 ,Electronics,6/16/2023,Engineer,Weekly,0
889 ,31 ,Other,Chicago,Platinum,12 ,326 ,Books,12/8/2023,Student,Weekly,1
736 ,41 ,Other,Houston,Gold,91 ,1147 ,Sports,1/22/2023,Doctor,Weekly,0
1103 ,39 ,Female,Houston,Gold,75 ,1429 ,Sports,2/28/2023,Engineer,Rarely,0
364 ,50 ,Other,New York,Bronze,59 ,2105 ,Home Goods,9/30/2023,Engineer,Weekly,1
817 ,30 ,Other,Seattle,Gold,4 ,308 ,Toys,3/11/2023,Artist,Monthly,1
381 ,38 ,Male,Chicago,Silver,68 ,1787 ,Clothing,10/28/2023,Other,Rarely,0
1364 ,50 ,Other,New York,Bronze,59 ,2105 ,Home Goods,9/30/2023,Engineer,Weekly,1
1248 ,,Female,Miami,Gold,,,,4/25/2023,Retired,Weekly,0
510 ,68 ,Female,Seattle,Platinum,57 ,849 ,Home Goods,11/16/2023,Engineer,Daily,0
68 ,59 ,Male,Houston,Bronze,38 ,1319 ,Home Goods,6/28/2023,Student,Monthly,0
1336 ,59 ,Other,Houston,Silver,16 ,373 ,Toys,10/26/2023,Salesperson,Daily,1
1145 ,32 ,Male,Los Angeles,Silver,72 ,2774 ,Electronics,10/12/2023,Engineer,Daily,1
699 ,43 ,Female,Houston,Gold,68 ,990 ,Toys,6/8/2023,Engineer,Weekly,1
767 ,68 ,Male,New York,Gold,38 ,256 ,Books,9/19/2023,Salesperson,Weekly,0
